id_contrato,nit_entidad,entidad,departamento,ciudad,orden,tipo_contrato,modalidad,estado,unspsc,fecha_firma,anio,periodo_gobierno,descripcion,dir_ejecucion,urlproceso,valor,valor_plausible,valor_pagado,valor_pend_ejecucion,valor_anticipo,precio_base,rec_regalias,rec_sgp,rec_propios_terr,n_oferentes_unicos,n_invitados,dias_ventana,dias_originales,dias_adicionados,proveedor,ordenador,supervisor,doc_proveedor,doc_ordenador,doc_supervisor,doc_replegal,cuenta_key,puntos_crudos,score,n_banderas_fuertes,es_atipico,f_cuenta_compartida,f_ordenador_es_supervisor,f_sobrepago,f_anticipo_no_declarado,f_anticipo_al_tope,f_fraccionamiento,f_proponente_unico,f_obra_directa,f_ratio_calcado,f_invitacion_vacia,f_replegal_multiempresa,f_ordenador_concentrado,f_al_tope_minima,f_ventana_corta,f_supervisor_sobrecargado,f_ordenador_itinerante,f_prorroga_mayor,f_cierre_de_periodo,f_datos_faltantes,f_sin_proceso,f_valor_implausible,f_cuenta_consorcios,ev_share_top1_ordenador,ev_hhi_ordenador,ev_contratos_supervisor,ev_entidades_ordenador,ev_proveedores_por_cuenta,ev_tipo_red_cuenta,ev_empresas_por_replegal,ev_hermanos_30d,ev_ventana_mediana_modalidad,ev_tope_minima_entidad,ev_tasa_autosupervision_entidad
CO1.PCCNTR.4000027,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,CONSULTORIA,CONTRATACION DIRECTA,EN EJECUCION,72151500,2024-03-12,2024,2024-2027,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 14 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000027&isFromPublicArea=True'},,455345571,147886054,50813685,0,464341498,0,1,0,1,8,7,90,30,GRUPO EMPRESARIAL DEL CARIBE SAS,HERNAN DARIO QUINTERO BEDOYA,MARTHA CECILIA ROJAS VILLAMIL,901445566,67922898,60269028,81091568,CTA-BAN-0091823,3.0,0.075,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.784,0.578,1,1,1,consorcios,1,0,1,111000000,0.194
CO1.PCCNTR.4000028,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,MINIMA CUANTIA,TERMINADO,72151500,2021-10-21,2021,2020-2023,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO,KM 8 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000028&isFromPublicArea=True'},6000000000000000000,92841744692,67166967881,30565446770,0,88420709231,0,0,0,1,7,20,60,0,CONSTRUCCIONES DEL NORTE LTDA,JAIRO ANTONIO MENDOZA PALACIOS,DIANA CAROLINA ZAPATA TORO,830112233,58185991,78571305,90833929,CTA-BAN-0077310,7.0,0.175,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.952,0.721,12,1,4,consorcios,1,2,4,111000000,0.232
CO1.PCCNTR.4000029,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,INTERVENTORIA,CONTRATACION DIRECTA,EN EJECUCION,72151500,2023-12-23,2023,2020-2023,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 6 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000029&isFromPublicArea=True'},10693618401,10693618401,2311345058,141145789,0,10284086064,1,0,1,5,4,10,120,152,INGENIERIA Y OBRAS CIVILES SAS,SANDRA PATRICIA MOSQUERA RENTERIA,OSCAR IVAN BETANCUR GIRALDO,900778899,85529838,28259780,55330625,CTA-BAN-0077310,2.0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.882,0.877,8,1,1,consorcios,1,0,1,111000000,0.185
CO1.PCCNTR.4000030,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONCURSO DE MERITOS,EN EJECUCION,81101500,2022-09-26,2022,2020-2023,CONSTRUCCION DE PLACA HUELLA EN ZONA RURAL DEL MUNICIPIO,KM 16 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000030&isFromPublicArea=True'},2218051162,2218051162,1504966730,623189203,0,2221127173,1,0,1,1,12,26,90,30,INGENIERIA Y OBRAS CIVILES SAS,JAIRO ANTONIO MENDOZA PALACIOS,OSCAR IVAN BETANCUR GIRALDO,900778899,53076703,99445967,90539270,CTA-BAN-0012004,4.0,0.1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.535,0.217,12,1,1,comunitaria,1,0,15,111000000,0.396
CO1.PCCNTR.4000031,890905211,MUNICIPIO DE EL BAGRE,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,LICITACION PUBLICA,LIQUIDADO,81101500,2023-08-09,2023,2020-2023,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 28 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000031&isFromPublicArea=True'},6000000000000000000,39735815,31587755,13903777,14622923,37843634,0,0,1,5,3,15,60,100,MYG LINARES S.A.S.,HERNAN DARIO QUINTERO BEDOYA,ALVARO JOSE PENALOZA SIERRA,900412345,35398939,71477867,17886862,CTA-BAN-0012004,5.0,0.125,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.858,0.551,8,1,1,empresas_independientes,1,0,24,111000000,0.166
CO1.PCCNTR.4000032,891680011,GOBERNACION DEL CHOCO,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,APP,CONTRATACION DIRECTA,EN EJECUCION,81101500,2023-12-30,2023,2020-2023,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 31 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000032&isFromPublicArea=True'},318267096,318267096,203605075,101359746,0,240496257,1,0,1,1,11,7,90,60,JUNTA DE ACCION COMUNAL VEREDA LA ESPERANZA,ALVARO JOSE PENALOZA SIERRA,WILSON ALBERTO GUERRERO PAZ,800556677,53350712,28001001,78026176,CTA-BAN-0091823,3.0,0.075,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.56,0.744,4,1,1,comunitaria,15,0,1,111000000,0.181
CO1.PCCNTR.4000033,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,LIQUIDADO,72141100,2022-03-18,2022,2020-2023,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 28 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000033&isFromPublicArea=True'},1847741328,1847741328,851152785,775604146,923870664,1536267470,0,0,1,6,9,14,120,0,INGENIERIA Y OBRAS CIVILES SAS,OSCAR IVAN BETANCUR GIRALDO,WILSON ALBERTO GUERRERO PAZ,900778899,37833136,48290726,76079206,CTA-BAN-0012004,5.0,0.125,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.943,0.889,63,1,1,empresas_independientes,1,0,1,111000000,0.153
CO1.PCCNTR.4000034,892000501,ALCALDIA MUNICIPAL DE PUERTO GAITAN,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,CONTRATACION DIRECTA,EN EJECUCION,72151500,2024-10-13,2024,2024-2027,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 2 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000034&isFromPublicArea=True'},2044603557,2044603557,2014471232,392697809,0,1846914205,0,0,1,3,4,6,60,0,CONSORCIO VIAS DEL SUR,WILSON ALBERTO GUERRERO PAZ,MARTHA CECILIA ROJAS VILLAMIL,901223344,90563686,66662952,21248134,CTA-BAN-0077310,3.0,0.075,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.655,0.109,2,1,1,consorcios,1,0,24,111000000,0.02
CO1.PCCNTR.4000035,890905211,MUNICIPIO DE EL BAGRE,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,CONTRATACION DIRECTA,LIQUIDADO,72151500,2023-02-12,2023,2020-2023,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 6 VIA SOACHA - ZONA RURAL,,7802956041,7802956041,8013009077,0,0,,1,0,0,3,6,15,120,30,INTERVENTORIAS TECNICAS ANDINAS S.A.,HERNAN DARIO QUINTERO BEDOYA,HERNAN DARIO QUINTERO BEDOYA,860334455,73587500,73587500,76892236,CTA-BAN-0091823,8.0,0.2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.374,0.332,125,1,1,empresas_independientes,1,0,1,111000000,0.035
CO1.PCCNTR.4000036,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,CONSULTORIA,SELECCION ABREVIADA,CELEBRADO,72151500,2021-03-21,2021,2020-2023,CONSTRUCCION DE PLACA HUELLA EN ZONA RURAL DEL MUNICIPIO,KM 27 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000036&isFromPublicArea=True'},14149457070,14149457070,15097768962,0,0,14052597264,0,1,1,1,10,3,120,150,CONSTRUCCIONES DEL NORTE LTDA,GLORIA ESPERANZA NINO ARAUJO,MARTHA CECILIA ROJAS VILLAMIL,830112233,27996651,48129875,21986056,CTA-BAN-0091823,8.0,0.2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.976,0.953,8,1,1,comunitaria,1,0,12,111000000,0.071
CO1.PCCNTR.4000037,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,CONSULTORIA,LICITACION PUBLICA,LIQUIDADO,72151500,2017-03-20,2017,2016-2019,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 21 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000037&isFromPublicArea=True'},2182292561,2182292561,690818880,914218679,0,2197336294,1,1,1,3,11,27,90,0,UNION TEMPORAL PROGRESO 2024,ALVARO JOSE PENALOZA SIERRA,ALVARO JOSE PENALOZA SIERRA,900990011,25672742,25672742,18311019,CTA-BAN-0044517,3.0,0.075,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.943,11,1,1,comunitaria,1,0,24,111000000,0.254
CO1.PCCNTR.4000038,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,MINIMA CUANTIA,LIQUIDADO,72141100,2022-11-08,2022,2020-2023,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO,KM 15 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000038&isFromPublicArea=True'},79056830626,79056830626,76849582349,14434827409,0,76572765056,0,0,0,1,7,6,90,0,INTERVENTORIAS TECNICAS ANDINAS S.A.,GLORIA ESPERANZA NINO ARAUJO,ALVARO JOSE PENALOZA SIERRA,860334455,22600014,97430396,62649682,CTA-BAN-0091823,2.0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.996,0.992,6,1,1,empresas_independientes,1,0,4,111000000,0.342
CO1.PCCNTR.4000039,890905211,MUNICIPIO DE EL BAGRE,CUNDINAMARCA,SOACHA,TERRITORIAL,INTERVENTORIA,SELECCION ABREVIADA,EN EJECUCION,72151500,2025-12-16,2025,2024-2027,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 33 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000039&isFromPublicArea=True'},6000000000000000000,8637814743,5989148374,3152253774,0,8226490232,1,0,0,2,4,11,120,150,CONSTRUCCIONES DEL NORTE LTDA,ALVARO JOSE PENALOZA SIERRA,ALVARO JOSE PENALOZA SIERRA,830112233,46737933,42294273,35330636,CTA-BAN-0091823,1.0,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.493,0.42,2,1,1,empresas_independientes,1,0,12,111000000,0.103
CO1.PCCNTR.4000040,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,CONTRATACION DIRECTA,EN EJECUCION,72151500,2023-10-10,2023,2020-2023,CONSTRUCCION DE PLACA HUELLA EN ZONA RURAL DEL MUNICIPIO,KM 35 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000040&isFromPublicArea=True'},2233445465,2233445465,2286087321,0,670033639,2225242393,0,0,1,5,6,7,90,0,UNION TEMPORAL PROGRESO 2024,WILSON ALBERTO GUERRERO PAZ,DIANA CAROLINA ZAPATA TORO,900990011,64289431,21390856,75251315,CTA-BAN-0077310,8.0,0.2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0.435,9,1,1,comunitaria,1,0,4,111000000,0.264
CO1.PCCNTR.4000041,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,CONCESION,CONTRATACION DIRECTA,LIQUIDADO,81101500,2019-08-08,2019,2016-2019,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 8 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000041&isFromPublicArea=True'},404490349,404490349,108764063,12124325,0,341417533,0,1,1,3,4,3,180,30,CONSORCIO VIAS DEL SUR,JAIRO ANTONIO MENDOZA PALACIOS,JAIRO ANTONIO MENDOZA PALACIOS,901223344,80212569,80212569,55455045,CTA-BAN-0077310,6.0,0.15,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0.635,7,1,1,empresas_independientes,1,4,1,111000000,0.182
CO1.PCCNTR.4000042,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,MINIMA CUANTIA,LIQUIDADO,81101500,2019-11-03,2019,2016-2019,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 10 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000042&isFromPublicArea=True'},59376096,59376096,41416441,30111851,17812828,44519789,1,0,1,5,11,7,120,0,JUNTA DE ACCION COMUNAL VEREDA LA ESPERANZA,GLORIA ESPERANZA NINO ARAUJO,,800556677,27391533,,69465471,CTA-BAN-0077310,8.0,0.2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.616,0.773,10,5,1,consorcios,1,0,4,111000000,0.334
CO1.PCCNTR.4000043,892000501,ALCALDIA MUNICIPAL DE PUERTO GAITAN,CUNDINAMARCA,SOACHA,TERRITORIAL,INTERVENTORIA,CONTRATACION DIRECTA,CELEBRADO,72151500,2022-09-04,2022,2020-2023,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO,KM 19 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000043&isFromPublicArea=True'},71930328748,71930328748,65301841726,20221084005,0,69866704225,1,0,0,7,8,2,60,114,INGENIERIA Y OBRAS CIVILES SAS,ALVARO JOSE PENALOZA SIERRA,OSCAR IVAN BETANCUR GIRALDO,900778899,15229307,76053670,18542553,CTA-BAN-0044517,5.0,0.125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.327,0.471,41,1,2,empresas_independientes,1,0,1,111000000,0.107
CO1.PCCNTR.4000044,890905211,MUNICIPIO DE EL BAGRE,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,CONTRATACION DIRECTA,EN EJECUCION,72141100,2019-12-26,2019,2016-2019,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 6 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000044&isFromPublicArea=True'},284445788,284445788,117741786,45239880,85333736,234605634,1,1,1,1,6,5,180,30,CONSTRUCCIONES DEL NORTE LTDA,DIANA CAROLINA ZAPATA TORO,LUZ MARINA CARDENAS OSPINA,830112233,76832136,61651582,66849931,CTA-BAN-0077310,6.0,0.15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.802,0.912,4,1,1,consorcios,1,0,1,111000000,0.213
CO1.PCCNTR.4000045,891680011,GOBERNACION DEL CHOCO,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,CONCURSO DE MERITOS,CELEBRADO,81101500,2025-01-21,2025,2024-2027,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 21 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000045&isFromPublicArea=True'},66943228837,66943228837,26926878640,39986621690,0,52257571010,0,1,0,6,8,25,120,150,INTERVENTORIAS TECNICAS ANDINAS S.A.,WILSON ALBERTO GUERRERO PAZ,WILSON ALBERTO GUERRERO PAZ,860334455,98802658,98802658,78955759,CTA-BAN-0012004,3.0,0.075,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.117,8,1,1,empresas_independientes,1,0,15,111000000,0.067
CO1.PCCNTR.4000046,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,CONTRATACION DIRECTA,CELEBRADO,72141100,2024-10-10,2024,2024-2027,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 14 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000046&isFromPublicArea=True'},402501380,402501380,480647931,0,0,399425280,0,1,1,5,12,1,240,0,INGENIERIA Y OBRAS CIVILES SAS,WILSON ALBERTO GUERRERO PAZ,MARTHA CECILIA ROJAS VILLAMIL,900778899,35632670,77343419,81066080,CTA-BAN-0044517,5.0,0.125,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0.595,8,1,1,consorcios,1,0,1,111000000,0.262
CO1.PCCNTR.4000047,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,LICITACION PUBLICA,TERMINADO,72141100,2017-11-21,2017,2016-2019,CONSTRUCCION DE PLACA HUELLA EN ZONA RURAL DEL MUNICIPIO,KM 5 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000047&isFromPublicArea=True'},40887379,40887379,28217150,22362898,0,35809461,0,1,1,3,4,6,120,0,INGENIERIA Y OBRAS CIVILES SAS,OSCAR IVAN BETANCUR GIRALDO,WILSON ALBERTO GUERRERO PAZ,900778899,94033392,40012505,71455975,CTA-BAN-0012004,1.0,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.667,0.695,1,3,1,consorcios,1,0,24,111000000,0.132
CO1.PCCNTR.4000048,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,TERMINADO,72141100,2017-04-05,2017,2016-2019,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO,KM 40 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000048&isFromPublicArea=True'},302021634,302021634,295667000,17496875,0,272649970,0,1,1,7,5,15,120,30,JUNTA DE ACCION COMUNAL VEREDA LA ESPERANZA,MARTHA CECILIA ROJAS VILLAMIL,HERNAN DARIO QUINTERO BEDOYA,800556677,11121248,86922331,85252502,CTA-BAN-0012004,3.0,0.075,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.722,1,1,5,empresas_independientes,1,0,1,111000000,0.087
CO1.PCCNTR.4000049,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,EN EJECUCION,81101500,2021-06-11,2021,2020-2023,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 23 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000049&isFromPublicArea=True'},,76453649989,22773075958,37301995026,22936094996,59151069871,0,1,1,6,9,2,180,30,CONSTRUCCIONES DEL NORTE LTDA,HERNAN DARIO QUINTERO BEDOYA,OSCAR IVAN BETANCUR GIRALDO,830112233,51709176,26078464,35009715,CTA-BAN-0044517,9.0,0.225,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.891,0.485,2,1,1,comunitaria,1,6,15,111000000,0.337
CO1.PCCNTR.4000050,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,CELEBRADO,72151500,2025-02-23,2025,2024-2027,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 31 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000050&isFromPublicArea=True'},54965256770,54965256770,64376873015,0,16489577031,49541368141,0,0,1,7,9,30,240,60,CONSTRUCCIONES DEL NORTE LTDA,OSCAR IVAN BETANCUR GIRALDO,LUZ MARINA CARDENAS OSPINA,830112233,88419212,39067456,31500507,CTA-BAN-0012004,8.0,0.2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,0.883,12,1,1,consorcios,1,0,1,111000000,0.146
CO1.PCCNTR.4000051,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,MINIMA CUANTIA,EN EJECUCION,81101500,2024-11-04,2024,2024-2027,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 24 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000051&isFromPublicArea=True'},460503170,460503170,108657662,221873650,0,470844813,1,0,0,1,12,23,60,150,GRUPO EMPRESARIAL DEL CARIBE SAS,LUZ MARINA CARDENAS OSPINA,GLORIA ESPERANZA NINO ARAUJO,901445566,45663711,87946993,70278070,CTA-BAN-0044517,4.0,0.1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.496,0.581,11,1,1,empresas_independientes,5,0,4,111000000,0.075
CO1.PCCNTR.4000052,892000501,ALCALDIA MUNICIPAL DE PUERTO GAITAN,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,LICITACION PUBLICA,CELEBRADO,72141100,2023-12-22,2023,2020-2023,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 31 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000052&isFromPublicArea=True'},1772232860,1772232860,2156620536,0,0,1741835034,0,1,0,1,11,28,240,30,MYG LINARES S.A.S.,ALVARO JOSE PENALOZA SIERRA,MARTHA CECILIA ROJAS VILLAMIL,900412345,26860218,12800451,96380262,CTA-BAN-0077310,4.0,0.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.79,0.25,12,1,1,consorcios,1,0,24,111000000,0.33
CO1.PCCNTR.4000053,800103913,E.S.E. HOSPITAL SAN RAFAEL,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,SELECCION ABREVIADA,TERMINADO,81101500,2025-01-17,2025,2024-2027,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 33 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000053&isFromPublicArea=True'},65391570,65391570,56164234,19942367,19617471,65493360,0,0,0,1,2,4,120,0,UNION TEMPORAL PROGRESO 2024,HERNAN DARIO QUINTERO BEDOYA,SANDRA PATRICIA MOSQUERA RENTERIA,900990011,49032492,84839592,51987379,CTA-BAN-0077310,8.0,0.2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0.743,2,1,3,empresas_independientes,1,0,12,111000000,0.041
